PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
0009B,r2qr1k1/b1p2ppp/pp4n1/P1P1p3/4P1n1/B2P2Pb/3NBP1P/RN1QR1K1 b - - 1 16,b6c5 e2g4 h3g4 d1g4,1080,74,87,589,advantage middlegame short,https://lichess.org/4MWQCxQ6/black#32,Kings_Pawn_Game Kings_Pawn_Game_Leonardis_Variation
000rO,3R4/8/K7/pB2b3/1p6/1P2k3/3p4/8 w - - 4 58,a6a5 e5c7 a5b4 c7d8,1075,81,85,68,crushing endgame fork master short,https://lichess.org/tzeeBEc2#115,
001om,5r1k/pp4pp/5p2/1BbQp1r1/6K1/7P/1PP3P1/3R3R w - - 2 26,g4h4 c5f2 g2g3 f2g3,1018,80,89,223,mate mateIn2 middlegame short,https://lichess.org/VWOIWtIh#51,
001w5,1rb2rk1/q5P1/4p2p/3p3p/3P1P2/2P5/2QK3P/3R2R1 b - - 0 29,f8f7 c2h7 g8h7 g7g8q,1049,80,85,209,advancedPawn attraction mate mateIn2 middlegame promotion short,https://lichess.org/0e1vxAEn/black#58,
002Cw,r7/2p2r1k/p2p1q1p/Pp1P4/1P2P3/2PQ4/6R1/R5K1 b - - 2 28,f7g7 e4e5 f6g6 g2g6,1044,82,94,2139,crushing discoveredAttack endgame short,https://lichess.org/lxiSa85s/black#56,
0030b,6k1/5ppp/5nb1/pp6/6rP/5N1Q/Pq2r1P1/3R2RK b - - 4 32,g6e4 d1d8 f6e8 d8e8,1086,119,100,34,backRankMate mate mateIn2 middlegame short,https://lichess.org/mhIZR6Mc/black#64,
003AX,2r2rk1/5ppp/bq2p3/p1ppP1N1/Pb1P2P1/1P2P2P/2QN4/2R1K2R b K - 1 18,c5d4 c2h7,1085,76,95,521,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/kRgejRSt/black#36,French_Defense French_Defense_Advance_Variation
003jH,rn3rk1/p5pp/3N4/4np1q/5Q2/1P3K2/PB1P2P1/2R4R w - - 0 25,f3f2 e5d3 f2e3 d3f4 h1h5 f4h5,1067,78,89,315,crushing fork long middlegame,https://lichess.org/3CQGofXT#49,
003jv,1R6/1p2k2p/p2n2p1/4K3/8/6P1/P6P/8 w - - 10 37,b8h8 d6f7 e5e4 f7h8,1006,83,89,338,crushing endgame fork short,https://lichess.org/n0UvwK36#73,
004Lu,8/p1p4p/4Pk2/2PP1p1P/1r3r2/5B2/P3RK2/8 b - - 3 38,f6e7 d5d6 c7d6 c5d6 e7d6 e6e7,1084,75,100,337,advancedPawn advantage endgame exposedKing long master,https://lichess.org/WMeZuWza/black#76,
0050w,5rk1/1p2p1rp/p2p4/2pPb2R/2P1P3/1P1BKP1R/8/8 b - - 4 30,g7g3 h3g3 e5g3 h5g5 g8f7 g5g3,1068,80,90,1499,crushing endgame fork long,https://lichess.org/QD8pUcTR/black#60,
005nD,3rk2r/2qn1pp1/p1Q1R3/3n3p/8/8/PP4PP/5R1K b k - 0 23,f7e6 c6e6 d5e7 e6f7,1040,76,99,832,fork mate mateIn2 middlegame short,https://lichess.org/hlgaj6lV/black#46,
006GK,2kr1br1/ppBb1ppp/8/3P2Q1/3n2n1/5N2/PP3qPP/RN2R2K b - - 0 16,d4f3 g5d8,1086,145,71,18,mate mateIn1 oneMove opening queensideAttack,https://lichess.org/CSpoYrv7/black#32,Italian_Game Italian_Game_Two_Knights_Defense
0070J,r4rk1/ppq2ppp/2nbp1b1/3p4/3Pn3/2PB1N1P/PP3PP1/R1BQRNK1 b - - 4 14,e4f2 g1f2 g6d3 d1d3,1024,92,60,83,advantage hangingPiece middlegame short,https://lichess.org/SHqFVu02/black#28,Caro-Kann_Defense Caro-Kann_Defense_Exchange_Variation
008Y3,r5k1/1p1rqpp1/p3pnp1/2PN4/8/1Q5P/PP3PP1/3RR1K1 b - - 0 24,e7c5 d5f6 g7f6 d1d7,1063,76,93,636,advantage discoveredAttack kingsideAttack master middlegame short,https://lichess.org/jAILX5BH/black#48,
008tL,8/7k/pR5p/3p4/5r2/2P1p2P/P5P1/6K1 w - - 0 40,b6a6 e3e2 a6e6 f4f1,1041,81,95,3060,advancedPawn crushing endgame master rookEndgame short,https://lichess.org/yhNupFCi#79,
009Wc,1r3rk1/1pq2pbp/p1p1pnp1/2N1N3/3P4/1QP5/PP3PPP/3RR1K1 w - - 2 19,e5d7 f6d7 c5d7 c7d7,1077,79,95,1404,crushing middlegame short,https://lichess.org/WnthPrdl#37,Caro-Kann_Defense Caro-Kann_Defense_Classical_Variation
009bR,4r2k/3q2r1/1p4pQ/p1pP4/2P4P/1N4p1/PP3RK1/8 b - - 1 37,g7h7 f2f8 e8f8 h6f8,1048,77,82,153,endgame mate mateIn2 short,https://lichess.org/rvHGlZar/black#74,
009f8,8/1p4p1/pb2ppkp/3n4/3P4/P3BN1P/1P2KPP1/8 b - - 0 26,g6f5 f3h4 f5e4 f2f3,1094,78,94,186,endgame mate mateIn2 short,https://lichess.org/paDYagZM/black#52,
009uB,3br2r/5k1p/4p1pQ/P5P1/1B5P/P6q/5R2/6K1 b - - 1 35,f7g8 f2f8 e8f8 h6f8,1014,83,95,299,mate mateIn2 middlegame short,https://lichess.org/1llcQdqK/black#70,
00Aae,1R6/1P6/4pkp1/5p2/3P3p/3KP3/8/1r6 b - - 0 43,h4h3 b8f8 f6e7 b7b8q b1b8 f8b8,1020,80,88,344,advancedPawn clearance crushing endgame long promotion rookEndgame,https://lichess.org/mLIjph1r/black#86,
00Af3,8/8/2B2p1p/P4Pp1/3p1kP1/1b1Pb2P/8/4K3 b - - 0 50,f4g3 a5a6 b3c4 a6a7,1088,76,97,5161,advancedPawn bishopEndgame crushing endgame short,https://lichess.org/JBQDYKyD/black#100,
00AoZ,8/1R6/p1pk4/6bp/1QP5/P7/KP6/3r2q1 b - - 2 44,g1c5 b7d7 d6d7 b4c5,1026,83,93,3379,advantage deflection endgame short,https://lichess.org/356BAYqk/black#88,
00Au2,r5r1/pp2kp2/2p5/3pQ3/3P4/2NB4/PPP2q2/1K6 b - - 1 28,e7d7 d3f5 f2f5 e5f5,1072,77,100,102,advantage endgame short,https://lichess.org/kAtvQDbU/black#56,
00Bn0,r1bqkb1r/pp1pnppp/2n1p3/1N6/5B2/8/PPP1PPPP/R2QKBNR b KQkq - 4 6,e6e5 b5d6,1058,108,70,142,mate mateIn1 oneMove opening smotheredMate,https://lichess.org/uxtqY7nh/black#12,Horwitz_Defense Horwitz_Defense_Other_variations
00DEc,8/p5pk/1p3b1p/3r3P/6P1/3nBN2/P4PK1/4R3 w - - 3 30,e1d1 d3f4 e3f4 d5d1,1091,77,87,168,crushing discoveredAttack endgame short,https://lichess.org/T0mRW37D#59,
00DWo,b4b1r/3k1ppp/p2p4/1p2p3/3nq3/N1P1B3/PP3PPP/R2Q1RK1 w - - 1 16,c3d4 e4g2,1063,105,82,42,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/bSwKB2bL#31,Sicilian_Defense Sicilian_Defense_Kalashnikov_Variation
00E29,r1bq1rk1/4bppp/p1n5/3P4/Pp6/3B1N2/1B3PPP/R2Q1RK1 b - - 0 17,d8d5 d3h7 g8h7 d1d5,1023,75,86,320,crushing discoveredAttack kingsideAttack middlegame short,https://lichess.org/tWRCApub/black#34,Sicilian_Defense Sicilian_Defense_Old_Sicilian
00Evs,5qk1/pQ3pp1/7p/b2N1b2/P3r3/5K2/7P/R4B2 b - - 1 24,g7g5 d5f6 g8h8 f6e4,1082,86,91,1010,advantage fork middlegame short,https://lichess.org/ZuufvD5S/black#48,
00FH6,r6r/1q2bpk1/7p/p1p1pPpn/Pp2P1nP/1P1B1N2/2P3P1/2BRR1QK w - - 7 30,c1b2 h5g3,1077,76,100,139,mate mateIn1 middlegame oneMove,https://lichess.org/ckigRGV8#59,
00Gt0,R7/4k3/5p2/3p2p1/4b2p/2K1P2P/5PP1/8 w - - 2 47,f2f3 d5d4 c3d4 e4a8,1052,79,83,107,crushing discoveredAttack endgame master short,https://lichess.org/5OO7Wczb#93,
00HEx,b7/5pk1/R3pn1p/8/3NP3/5P2/6PP/2rB2K1 w - - 1 31,a6a8 c1d1 g1f2 d1d4,1000,76,93,1173,crushing endgame fork hangingPiece master short,https://lichess.org/Kl5pBLfs#61,
00JaW,8/r7/Pk5p/3R2p1/4p1P1/4P3/3K4/8 b - - 0 48,a7a6 d5d6 b6a5 d6a6 a5a6 d2c3 a6b7 c3d4,1080,80,88,201,crushing endgame exposedKing rookEndgame veryLong,https://lichess.org/K2MPI0zt/black#96,
00L84,6k1/5pp1/7p/2p5/2P5/2rp2PP/PR3P2/5K2 w - - 0 37,b2b3 c3c1 f1g2 d3d2,1009,86,93,651,advancedPawn crushing endgame master rookEndgame short,https://lichess.org/ZX4yckwu#73,
00MYL,1R6/3k1Q2/p2b1p2/2r1p3/3n4/P6P/5PP1/4qBK1 b - - 1 40,d7c6 f7b7,1084,80,93,562,mate mateIn1 middlegame oneMove,https://lichess.org/fwb6IEPk/black#80,
00Nej,6k1/1p3pp1/pB2qb1p/2P5/1P6/6QP/4r1P1/3R3K b - - 4 33,f6e5 d1d8 g8h7 g3d3 e6g6 d3e2,1088,79,91,3076,crushing endgame fork long,https://lichess.org/P5XLEtLV/black#66,
00OCQ,1rr3k1/5p1p/p5pQ/4p3/4q3/B3P3/PPPR1PPP/2KR4 w - - 6 27,c2c3 c8c3 b2c3 b8b1,1083,77,97,847,mate mateIn2 middlegame queensideAttack sacrifice short,https://lichess.org/kcUnWeDs#53,
00OOp,5rk1/1bR3q1/pQ6/8/6r1/4R2P/P7/6K1 w - - 0 28,h3g4 g7g4 e3g3 g4g3,1053,91,86,84,endgame mate mateIn2 short,https://lichess.org/N1WcEYJH#55,
00PGi,3r1q1k/pppb2pp/2np4/6N1/5B2/1Q4P1/PP4PP/4R2K b - - 11 24,b7b6 g5f7 f8f7 b3f7,1013,79,93,1071,crushing fork middlegame short,https://lichess.org/qzZ4hC7X/black#48,
00QCD,3r1rk1/1Q3ppp/1q2pb2/8/1P1N4/4P1P1/3B1PBP/R5K1 b - - 0 23,b6b7 g2b7 f6d4 e3d4,1057,77,94,237,advantage middlegame short,https://lichess.org/AFf6cmqa/black#46,
00QY3,2k3r1/pp5p/4p3/2p2p2/2P5/P4P1q/1PQ1RR1b/7K w - - 0 32,f2h2 h3f1,1048,76,88,283,endgame master mate mateIn1 oneMove,https://lichess.org/Ip4qQXo1#63,
00QkV,5k1r/p3Rpbp/3N2p1/4nbB1/2P5/3rP3/q4PPP/3Q1RK1 b - - 2 16,f7f6 e7e8,1089,75,100,479,middlegame,https://lichess.org/R69epPjY/black#32,Grunfeld_Defense Grunfeld_Defense_Three_Knights_Variation
00RYH,1k5r/ppp1R2p/3r1p2/5Q2/3p4/2qP4/2P2PPP/2K1R3 b - - 5 26,d6a6 e7e8 h8e8 e1e8,1029,82,89,117,backRankMate endgame mate mateIn2 short,https://lichess.org/qGI2u50w/black#52,
00RoG,2kr2nr/pp2nppp/2pp4/2b2PP1/4NPq1/3B1R2/PPP4P/R2QB2K w - - 5 18,h2h3 g4g1,1063,86,94,645,mate mateIn1 oneMove opening,https://lichess.org/rOjlXCXv#35,Scotch_Game Scotch_Game_Other_variations
00SfT,r4rk1/pb2ppb1/1q6/6PQ/8/2NP1N2/PPnK1PP1/R6R b - - 1 16,c2a1 h5h7,1097,86,93,936,mate mateIn1 middlegame oneMove,https://lichess.org/5y0Ha2gI/black#32,Scandinavian_Defense Scandinavian_Defense_Modern_Variation
00SgB,b3rrk1/qn2R3/1p3ppp/1P1p4/1Q1PnB2/P3P3/4BPPP/5RK1 b - - 0 28,e8e7 b4e7 f8f7 e7e8 g8g7 f4h6,1087,75,100,379,advantage exposedKing kingsideAttack long middlegame,https://lichess.org/twcqryGo/black#56,
00Sz9,1r4k1/p4ppp/4p3/p5n1/4P3/1P1N1PPq/QB3b1P/R5K1 w - - 0 30,d3f2 g5f3 g1h1 h3h2,1012,76,90,813,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/mJ2prRw1#59,
00Ta0,4k3/1R6/6p1/4Np1p/7P/2r3PK/5b2/8 w - - 11 47,e5g6 c3g3 h3h2 g3g6,1079,77,95,2238,crushing endgame fork short,https://lichess.org/kDwb7v3y#93,
00UHZ,3n2k1/6p1/pp3p1p/8/2r1NR1P/6P1/1PP5/1K6 b - - 1 32,d8e6 e4f6 g7f6 f4c4,1073,78,89,3455,advantage discoveredAttack endgame short,https://lichess.org/bQ4MdAO1/black#64,
00UIZ,4k2r/rp1qb3/2p2nQ1/p2p2N1/3P2pP/P3P1P1/1P3P2/1K1R3R b - - 6 26,e8d8 g5f7 d8c7 f7h8,1043,153,38,28,advantage fork middlegame short,https://lichess.org/0ljJUBQ9/black#52,
00Upm,r5r1/1p5k/p2b1Pn1/2p1p1P1/P1PpP3/2P5/1P3KB1/R4R2 b - - 2 29,a8f8 f1h1 g6h4 h1h4,1036,75,100,231,advantage middlegame short,https://lichess.org/6s5P4SQT/black#58,
00V0G,8/6P1/5k1K/8/8/3p4/PR6/6r1 w - - 1 49,b2d2 g1h1 d2h2 h1h2,1093,80,90,713,endgame mate mateIn2 rookEndgame short,https://lichess.org/UYjzL2st#97,
00WNb,8/8/1KpB4/Pb6/1P5p/5k2/8/8 b - - 3 55,f3g2 a5a6 g2f3 a6a7,1051,76,83,239,advancedPawn bishopEndgame crushing endgame master short,https://lichess.org/y1pq4fXt/black#110,
00WiX,1Q6/5kpp/1p2p3/p1p1r3/2Pn4/6P1/P4P1P/6K1 w - - 0 32,b8e5 d4f3 g1f1 f3e5,1026,78,100,66,crushing endgame fork short,https://lichess.org/8Rt0e7k1#63,
00Ydr,r2qkb1r/p2p2pb/1p1PpN2/2p1Pp2/2P2P1P/4K3/PP2B1P1/3Q3R b kq - 2 21,g7f6 e2h5 h7g6 h5g6,1076,89,80,37,mate mateIn2 middlegame short,https://lichess.org/3hQsr2bX/black#42,
00ZKw,rn1q1r1k/ppp5/1b2ppQ1/6B1/8/2P5/PP4PP/RN3R1K w - - 2 18,f1f6 d8d1 f6f1 f8f1,1010,97,54,39,backRankMate mate mateIn2 middlegame short,https://lichess.org/eyMv5HY5#35,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit
00ZN7,3q2k1/8/Q2p2p1/3P1p1p/1p2P1nP/1Pp5/2P3P1/5R1K w - - 0 36,e4f5 d8h4 h1g1 h4h2,1027,77,97,795,endgame mate mateIn2 short,https://lichess.org/U0LXbVT4#71,
00ZSZ,3r4/6pp/pNnNpk2/1p6/3pR3/8/PPP2PPK/8 w - - 4 32,e4f4 f6e5 d6f7 e5f4 f7d8 c6d8,1035,83,94,1094,advantage defensiveMove endgame long,https://lichess.org/66DBsV70#63,
00Zit,r3kb1r/ppp2pp1/3p4/1P2p3/2P3pn/2N1P2q/PB1P1P1N/R2Q1RK1 w kq - 0 15,d1g4 h4f3 h2f3 h3g4,1055,79,91,558,deflection kingsideAttack mate mateIn2 middlegame short,https://lichess.org/3L9d0QhX#29,Polish_Opening Polish_Opening_Czech_Defense
00bTs,2r4k/6bP/8/3p4/pp1qn3/3N1Q2/PPP3R1/1K5R w - - 5 35,g2g7 e4d2 b1a1 d2f3,1058,89,94,984,advantage fork master middlegame short,https://lichess.org/PDAfQk7l#69,
00bWA,2r1r1k1/3qbppp/pB6/3ppP2/2p1Q3/P6P/BPP3P1/R4RK1 w - - 0 22,e4e5 e7c5 e5d4 c5d4,1024,85,90,365,crushing middlegame short,https://lichess.org/JvdmqrAX#43,
00bZ2,4b1k1/1r2P2p/p1p3pP/6q1/3Q4/PB6/1PP3P1/1K6 b - - 0 36,b7b3 d4g7,1067,83,85,176,endgame mate mateIn1 oneMove,https://lichess.org/PL5NKKII/black#72,
00blC,5r2/1Pk5/8/K7/8/1P3B2/8/8 w - - 1 47,f3d5 f8f5 b7b8b c7b8 a5b5 f5d5,1028,81,84,50,crushing endgame long pin,https://lichess.org/IdlWudUv#93,
00byq,2r3k1/2r1bppp/3ppn2/qp6/3BP3/1Q4P1/PP3PBP/1RR3K1 w - - 5 21,d4e3 c7c1 b1c1 c8c1 e3c1 a5e1 g2f1 e1c1,1032,83,92,524,advantage fork middlegame pin veryLong,https://lichess.org/gofuvC2L#41,
00cZ4,8/2R5/6pk/p3p2p/4Nq2/5n1P/P2R2P1/7K w - - 0 41,d2f2 f4h2,1056,80,87,205,endgame master mate mateIn1 oneMove,https://lichess.org/uEKnkWhW#81,
00cl7,r5k1/ppp1p1b1/4N1Q1/3pq1Bp/7P/8/PPPN1rP1/2KR4 w - - 1 17,d2f3 e5b2,1011,76,100,291,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/xfdgilVH#33,Pirc_Defense Pirc_Defense_Other_variations
00d5g,2b2rk1/pp4p1/2p5/4r3/2B5/1P6/P4pK1/5R2 b - - 4 32,g8h8 f1h1 c8h3 h1h3 e5h5 h3h5,1059,85,94,611,endgame long mate mateIn3,https://lichess.org/Vf4zaDk5/black#64,
00d8a,r1b1k2r/1p3p2/p1pqp3/2b2Ppp/4P1n1/2NB3P/PPP3P1/R2QBR1K w kq - 1 15,d1f3 d6h2,1066,87,90,418,master mate mateIn1 middlegame oneMove,https://lichess.org/nWjnzIeC#29,Sicilian_Defense Sicilian_Defense_Kan_Variation
00d9q,1r1q1r2/Q2k3p/2pp1npb/2p2P2/8/2N5/PP3PPP/4RRK1 b - - 0 19,d8c7 e1e7 d7e7 a7c7,1071,81,93,895,attraction crushing deflection master middlegame short,https://lichess.org/kbUk4cWh/black#38,
00eLW,8/8/3q3k/5Q2/4p3/4P2P/5pK1/8 w - - 0 42,f5f4 d6f4 e3f4 e4e3,1046,79,88,1249,crushing endgame queenEndgame short,https://lichess.org/jhaADLF2#83,
00f99,6k1/p4p2/1p5R/3r2p1/1P2b1P1/P3B2P/5P2/6K1 w - - 1 35,h6h5 d5d1 g1h2 d1h1 h2g3 h1g1,1094,80,82,59,advantage endgame long,https://lichess.org/2eLSy15i#69,
00fN2,r2qkb1r/pp2nppp/4p3/1N1pP3/8/4BQ1P/PP3PP1/R4RK1 b kq - 4 14,a7a6 b5d6 d8d6 e5d6,1025,77,89,235,advantage middlegame short,https://lichess.org/cdN4TcuY/black#28,Caro-Kann_Defense Caro-Kann_Defense_Advance_Variation
00fpk,rq2kb1r/1b1p1pp1/p3pn2/1p5p/4P1n1/1NN1BB2/PPP1QPPP/R4RK1 w kq - 2 14,h2h3 b8h2,1032,83,92,133,mate mateIn1 middlegame oneMove,https://lichess.org/jWy4FrZ0#27,Sicilian_Defense Sicilian_Defense_Taimanov_Variation
00gnK,2kr3r/1pq2pp1/p1pbb3/7p/Q2P2n1/5N2/PP1B1PPP/2R1RBK1 w - - 1 20,d2a5 d6h2 f3h2 c7h2,1042,77,100,168,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/MSlXJIGv#39,
00hbV,8/pk1r1bR1/1p6/8/2P2N2/1P6/1K6/8 b - - 21 60,f7e6 f4e6 d7g7 e6g7,1039,77,98,1468,crushing endgame hangingPiece master short,https://lichess.org/DL4VBFov/black#120,
00k6k,r2q1rk1/p1p1bpp1/2p1bn1p/8/2Pp3B/1PNBPP2/P5PP/R2Q1RK1 w - - 0 14,e3d4 d8d4 h4f2 d4c3,1030,76,84,195,advantage fork opening short,https://lichess.org/JsKisVgT#27,English_Opening English_Opening_Kings_English_Variation
00kyA,k2r3r/pp6/6R1/3P2Pp/2P2B1n/P1N4q/1P3P2/R2Q2K1 w - - 1 24,d1f1 h4f3,1071,78,70,100,mate mateIn1 middlegame oneMove,https://lichess.org/IwZQoemw#47,
00lio,r3k3/1p4R1/3pQ3/pP2p3/4q3/4Pr2/8/7K b - - 4 38,e8f8 e6g8,1087,77,100,131,endgame mate mateIn1 oneMove,https://lichess.org/e6khkz6u/black#76,
00mJY,r1k1R3/pppr1B2/5p1p/8/8/8/PPP2PPP/2K5 b - - 1 20,d7d8 f7e6 c8b8 e8d8,1046,78,59,117,backRankMate deflection endgame mate mateIn2 short,https://lichess.org/tpq9s5i4/black#40,
00mnZ,8/p5k1/1pp2pp1/4Pp1p/5P1P/2P3P1/PP4K1/8 b - - 0 35,f6e5 f4e5 g7f7 g2f3 f7e6 f3f4,1032,75,90,392,advantage endgame long pawnEndgame,https://lichess.org/IcNWHIbW/black#70,
00n3G,1k4r1/7p/1p4r1/pPp1qp2/P1Pp1R2/3Q2NP/2P4K/5R2 w - - 4 32,f1f3 g6g3 f3g3 e5f4,1094,76,93,1889,advantage deflection middlegame pin short,https://lichess.org/7me09or0#63,
00nCh,3r1rk1/ppp2pp1/8/3nP3/2PPN1q1/3Q4/PP6/5K1R b - - 0 24,d5f4 e4f6 g7f6 d3h7,1048,89,95,4930,clearance mate mateIn2 middlegame sacrifice short,https://lichess.org/VIoIroOG/black#48,
00nQp,r5k1/pp1qrppp/2nb1n2/6N1/3P1p2/2P5/PPQN2PP/R1B2RK1 w - - 4 15,d2e4 f6e4 c2e4 e7e4,1081,81,93,947,crushing middlegame short,https://lichess.org/M8VH9NaD#29,Kings_Gambit_Accepted Kings_Gambit_Accepted_Cunningham_Defense
00pSv,5k2/5p1p/6p1/1p2q3/2p1p1n1/1P2P3/P1R1QPPP/6K1 w - - 0 26,e2g4 e5a1 c2c1 a1c1 g4d1 c1d1,1010,92,86,31,backRankMate endgame long mate mateIn3,https://lichess.org/AE7pbh2M#51,
00rYm,2r3k1/R4pp1/1p2p2p/1q2P3/3Pp3/1p2P2P/5QP1/6K1 b - - 1 34,b3b2 f2f7 g8h8 f7g7,1039,76,87,211,endgame mate mateIn2 short,https://lichess.org/qW5kfHMk/black#68,
00rYo,8/p1p4p/6p1/2p2k2/2Pb4/1P3P1K/P2RN2P/6r1 b - - 9 35,g1f1 e2g3 f5f4 g3f1,1058,79,94,3153,crushing endgame fork master masterVsMaster short,https://lichess.org/vcRYB6lg/black#70,
00reB,4rrk1/pb4pp/1pq2p2/4p3/1BPb4/3P3P/P3QPPN/1R2R1K1 w - - 0 24,b4f8 c6g2,1030,97,88,21,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/DXolHS5L#47,
00rzr,r1b1k1nr/3p1pQp/pp2p2B/2b5/4P3/2NB4/PPP2qPP/R2K3R b kq - 1 11,c5d4 g7f8,1097,81,91,3901,mate mateIn1 middlegame oneMove,https://lichess.org/Fzag1NUq/black#22,Sicilian_Defense Sicilian_Defense_Open
00rzv,2k3rr/1pp1n3/p2qp1Bp/3p3Q/8/2N1P2P/PPPP2Rb/R1B2K2 w - - 0 24,g6f7 g8g2 f1g2 d6g3,1042,76,87,630,advantage attraction middlegame short,https://lichess.org/3uLKPpMH#47,
00sCv,8/8/1p5p/p1k5/P3K3/1P5P/8/8 w - - 1 49,e4f5 c5b4 f5g6 b4b3 g6h6 b3a4,1086,84,86,360,crushing endgame long pawnEndgame,https://lichess.org/aUCW3BUV#97,
00tKA,3rr1k1/q3pp1p/p1p3p1/2P3N1/8/5P2/Q5PP/4n2K b - - 0 37,a7c5 a2f7 g8h8 f7h7,1035,95,82,33,endgame mate mateIn2 short,https://lichess.org/SeeUP8Wx/black#74,
00tdc,r1bqk1nr/ppppbppp/2n5/8/2P5/4Q3/PP2PPPP/RNB1KBNR w KQkq - 3 5,e3c3 e7b4 c1d2 b4c3,1024,82,62,108,crushing opening pin short,https://lichess.org/u6d3aV84#9,English_Opening English_Opening_Kings_English_Variation
00tsE,2rq1k2/5ppp/p7/1p6/5Q2/2P5/P1P2PPP/4RK2 b - - 7 22,c8c3 f4b4 f8g8 b4c3,1085,78,90,1266,crushing endgame fork short,https://lichess.org/I2FQvxn0/black#44,
00vKn,8/8/1R6/6k1/6P1/4r2P/r7/5R1K w - - 5 40,f1f6 e3e1 f6f1 e1f1,1094,81,94,85,endgame mate mateIn2 rookEndgame short,https://lichess.org/qsLWpNqw#79,
00vjg,2r3k1/5ppp/p3nb2/2Bq4/1Q6/P6P/2R2PP1/2R3K1 w - - 3 30,c5e3 c8c2 c1c2 d5d1 g1h2 d1c2,1069,79,90,264,advantage attraction fork long middlegame,https://lichess.org/QOaRlqny#59,
00vl5,5r2/p1k2qpp/2n5/2N1p3/2b5/2P1B3/PP1Q2PP/4R1K1 w - - 5 24,b2b3 f7f1 e1f1 f8f1,1048,77,92,575,mate mateIn2 middlegame sacrifice short,https://lichess.org/FkJvHJjC#47,
00w6f,rnb1r1k1/pp1p1ppp/1q2pn2/1N6/4P3/B1P2P2/P1P3PP/R2QKB1R w KQ - 5 10,b5d6 b6e3 f1e2 e3c3,1085,78,87,152,advantage opening short,https://lichess.org/1P7Nda81#19,Sicilian_Defense Sicilian_Defense_Pin_Variation
00woo,8/r7/pkq1p1r1/R2pPp2/RPpP1Qp1/2P3Pp/4KP1P/8 w - - 1 44,b4b5 a6b5 a5a7 b5a4,1090,77,95,1559,advantage endgame short,https://lichess.org/0RoBTQw1#87,
00xGN,r2q1rk1/ppp1nppp/3b4/1B6/3QP3/2N2b2/PPP2PPP/R1B2RK1 w - - 0 10,g2f3 d6h2 g1h2 d8d4,1002,76,94,352,advantage discoveredAttack kingsideAttack opening short,https://lichess.org/g17XFBDp#19,Nimzowitsch_Defense Nimzowitsch_Defense_Kennedy_Variation
00xa4,2r1k3/2p1rpp1/1p1p1b1p/p2P1P1P/P1P5/3KB3/5PR1/6R1 w - - 1 30,e3h6 g7h6 g2g8 e8d7 g8c8 d7c8,1004,76,90,452,advantage endgame hangingPiece long,https://lichess.org/H3LZtXxl#59,
00yPS,5k2/p3pp2/7p/2Qp1P2/6B1/6q1/2K5/8 b - - 2 43,g3g4 c5c8 f8g7 f5f6 g7f6 c8g4,1086,80,94,754,crushing discoveredAttack endgame long queenEndgame,https://lichess.org/pyTEOQI7/black#86,
00z3O,r2qr1k1/pp3pp1/2p2n1p/3bR3/3P4/3Q1N1P/PPB2PP1/4R1K1 b - - 11 23,d5f3 e5e8 d8e8 e1e8,1076,78,90,1372,advantage kingsideAttack middlegame short,https://lichess.org/TpSbqrpL/black#46,
00zg2,3r1rk1/p1N2ppp/1p1P4/4n3/4P1q1/P1Q5/3R2PP/3R2K1 b - - 5 28,e5f3 c3f3,1019,218,-100,4,crushing middlegame oneMove,https://lichess.org/3bQtELrC/black#56,
010hY,4r1k1/4rp2/2p4p/p2bNQp1/4P3/2P5/Pq3PPP/R3R1K1 w - - 1 26,e4d5 e7e5 f5e5 e8e5,1010,89,94,331,crushing middlegame short,https://lichess.org/Mk8l4jxb#51,
011ki,4rk2/p3qppp/1p6/3QN3/P2P2P1/6KP/8/8 b - - 0 31,f7f6 e5d7 e7d7 d5d7,1070,79,57,40,crushing endgame short,https://lichess.org/pKNaiZMw/black#62,
013JE,6k1/ppp3pp/2nbrqr1/4p3/3PRp2/2B2N1b/PPPQ1PPP/4RBK1 b - - 0 19,g6g2 f1g2 f6g6 f3h4,1088,85,94,5674,crushing middlegame short,https://lichess.org/mVDHR9TG/black#38,Russian_Game Russian_Game_Other_variations
014gw,r2qkb1r/1p2pppp/p2p1n2/2p1N2b/P1B1P3/3P3P/1PPN1PP1/R1BQ1RK1 b kq - 0 9,h5d1 c4f7,1033,77,98,1328,attackingF2F7 mate mateIn1 middlegame oneMove,https://lichess.org/6ZOSpfpG/black#18,Sicilian_Defense Sicilian_Defense_Old_Sicilian
014pk,2r4k/qpr2p2/2nBpNpP/p2pP3/3n1Q2/5N2/5P1P/1R3RK1 w - - 0 31,f6g4 d4e2 g1h1 e2f4,1037,78,94,531,advantage fork middlegame short,https://lichess.org/zoGZCDOk#61,
